,industry_category,stock_id,stock_name,type,date
2583,其他,6806,森崴能源,twse,2022-12-14
2584,其他,6807,峰源-KY,twse,2022-12-14
2585,資訊服務業,6811,宏碁資訊,tpex,2022-12-14
2586,半導體業,6823,濾能,tpex,2022-12-14
2587,電機機械,6829,千附精密,tpex,2022-12-14
2588,其他電子業,6830,汎銓,twse,2022-12-14
2589,電子工業,6830,汎銓,twse,2022-12-14
2590,電子工業,6834,天二科技,twse,2022-12-14
2591,電子零組件業,6834,天二科技,twse,2022-12-14
2592,電子工業,6835,圓裕,twse,2022-12-14
2593,電子零組件業,6835,圓裕,twse,2022-12-14
2594,電機機械,6843,進典,tpex,2022-12-14
2595,創新板股票,6854,錼創科技-KY創,twse,2022-12-14
2596,其他電子類,6855,數泓科,tpex,2022-12-14
2597,光電業,6859,伯特光,tpex,2022-12-14
2598,所有證券,708785,信驊中信9B購01,tpex,2020-11-15
2599,所有證券,709403,雙美國票9B購01,tpex,2020-11-15
2600,所有證券,709966,金居群益9B購01,tpex,2020-11-15
2601,所有證券,709972,旺矽元大9B購01,tpex,2020-11-15
2602,所有證券,709983,群聯日盛9B購01,tpex,2020-11-15
2603,所有證券,709985,大江富邦9B購02,tpex,2020-11-15
2604,所有證券,709994,中美晶元大9B購01,tpex,2020-11-15
2605,所有證券,710499,網家國泰9B購01,tpex,2020-11-15
2606,所有證券,710502,泰博元大9B購01,tpex,2020-11-15
2607,所有證券,710505,泰博富邦9B購01,tpex,2020-11-15
2608,所有證券,710509,建榮凱基9B購01,tpex,2020-11-15
2609,所有證券,710510,群聯凱基9B購03,tpex,2020-11-15
2610,所有證券,710516,宇峻永豐9B購01,tpex,2020-11-15
2611,所有證券,710533,鈊象元大9B購04,tpex,2020-11-15
2612,所有證券,710534,鈺太元大9B購01,tpex,2020-11-15
2613,所有證券,710553,穩懋統一9B購03,tpex,2020-11-15
2614,所有證券,710560,宏捷科元大9B購02,tpex,2020-11-15
2615,所有證券,710561,威剛元大9B購02,tpex,2020-11-15
2616,所有證券,710566,碩禾元大9B購01,tpex,2020-11-15
2617,所有證券,710569,中美晶富邦9B購04,tpex,2020-11-15
2618,所有證券,710575,環球晶中信9B購01,tpex,2020-11-15
2619,所有證券,710590,鈺太凱基9B購01,tpex,2020-11-15
2620,所有證券,711126,聯亞元大9B購05,tpex,2020-11-15
2621,所有證券,711127,頎邦元大9B購03,tpex,2020-11-15
2622,所有證券,711131,胡連永豐9B購01,tpex,2020-11-15
2623,所有證券,711132,僑威永豐9B購01,tpex,2020-11-15
2624,所有證券,711133,寶雅永豐9B購01,tpex,2020-11-15
2625,所有證券,711134,中美晶群益9B購03,tpex,2020-11-15
2626,所有證券,711135,元太群益9B購01,tpex,2020-11-15
2627,所有證券,711137,胡連群益9B購01,tpex,2020-11-15
2628,所有證券,711139,中美晶凱基9B購02,tpex,2020-11-15
2629,所有證券,711140,旺矽凱基9B購01,tpex,2020-11-15
2630,所有證券,711141,胡連凱基9B購01,tpex,2020-11-15
2631,所有證券,711145,環球晶國票9B購02,tpex,2020-11-15
2632,所有證券,73107P,原相國票9B售02,tpex,2020-11-15
2633,所有證券,73193P,神盾元大9B售04,tpex,2020-11-15
2634,光電業,7402,邑錡,tpex,2022-12-14
2635,半導體業,7556,意德士,tpex,2022-12-14
2636,電子工業,8008,建興電,twse,2022-12-14
2637,電腦及週邊設備業,8008,建興電,twse,2022-12-14
2638,通信網路業,8011,台通,twse,2022-12-14
2639,電子工業,8011,台通,twse,2022-12-14
2640,半導體業,8016,矽創,twse,2022-12-14
2641,電子工業,8016,矽創,twse,2022-12-14
2642,其他電子業,8021,尖點,twse,2022-12-14
2643,電子工業,8021,尖點,twse,2022-12-14
2644,半導體業,8024,佑華,tpex,2022-12-14
2645,電機機械,8027,鈦昇,tpex,2022-12-14
2646,半導體業,8028,昇陽半導體,twse,2022-12-14
2647,電子工業,8028,昇陽半導體,twse,2022-12-14
2648,電子通路業,8032,光菱,tpex,2022-12-14
2649,其他,8033,雷虎,twse,2022-12-14
2650,通信網路業,8034,榮群,tpex,2022-12-14
2651,電子零組件業,8038,長園科,tpex,2022-12-14
2652,電子工業,8039,台虹,twse,2022-12-14
2653,電子零組件業,8039,台虹,twse,2022-12-14
2654,半導體業,8040,九暘,tpex,2022-12-14
2655,電子零組件業,8042,金山電,tpex,2022-12-14
2656,電子零組件業,8043,蜜望實,tpex,2022-12-14
2657,電子商務業,8044,網家,tpex,2022-12-14
2658,電子工業,8046,南電,twse,2022-12-14
2659,電子零組件業,8046,南電,twse,2022-12-14
2660,其他電子類,8047,星雲,tpex,2022-12-14
2661,通信網路業,8048,德勝,tpex,2022-12-14
2662,光電業,8049,晶采,tpex,2022-12-14
2663,電腦及週邊設備業,8050,廣積,tpex,2022-12-14
2664,半導體業,8054,安國,tpex,2022-12-14
2665,通信網路業,8059,凱碩,tpex,2022-12-14
2666,光電業,8064,東捷,tpex,2022-12-14
2667,貿易百貨,8066,來思達,tpex,2022-12-14
2668,電子通路業,8067,志旭,tpex,2022-12-14
2669,電子通路業,8068,全達,tpex,2022-12-14
2670,光電業,8069,元太,tpex,2022-12-14
2671,電子工業,8070,長華*,twse,2022-12-14
2672,電子通路業,8070,長華*,twse,2022-12-14
2673,電子零組件業,8071,能率網通,tpex,2022-12-14
2674,電子工業,8072,陞泰,twse,2022-12-14
2675,電子通路業,8072,陞泰,twse,2022-12-14
2676,電子零組件業,8074,鉅橡,tpex,2022-12-14
2677,電腦及週邊設備業,8076,伍豐,tpex,2022-12-14
2678,觀光事業,8077,洛碁,tpex,2022-12-14
2679,通信網路業,8078,華寶,twse,2022-12-14
2680,電子工業,8078,華寶,twse,2022-12-14
2681,建材營造,8080,永利聯合,tpex,2022-12-14
2682,電子零組件業,8080,永利聯合,tpex,2022-06-03
2683,半導體業,8081,致新,twse,2022-12-14
2684,電子工業,8081,致新,twse,2022-12-14
2685,電機機械,8083,瑞穎,tpex,2022-12-14
2686,電子通路業,8084,巨虹,tpex,2022-12-14
2687,其他電子類,8085,福華,tpex,2022-12-14
2688,半導體業,8086,宏捷科,tpex,2022-12-14
2689,光電業,8087,華鎂鑫,tpex,2022-12-14
2690,半導體業,8088,品安,tpex,2022-12-14
2691,通信網路業,8089,康全電訊,tpex,2022-12-14
2692,電子零組件業,8091,翔名,tpex,2022-12-14
2693,其他電子類,8092,建暐,tpex,2022-12-14
2694,電子零組件業,8093,保銳,tpex,2022-12-14
2695,電子通路業,8096,擎亞,tpex,2022-12-14
2696,通信網路業,8097,常珵,tpex,2022-12-14
2697,資訊服務業,8099,大世科,tpex,2022-12-14
2698,通信網路業,8101,華冠,twse,2022-12-14
2699,電子工業,8101,華冠,twse,2022-12-14
2700,電子工業,8103,瀚荃,twse,2022-12-14
2701,電子零組件業,8103,瀚荃,twse,2022-12-14
2702,光電業,8104,錸寶,twse,2022-12-14
2703,電子工業,8104,錸寶,twse,2022-12-14
2704,光電業,8105,凌巨,twse,2022-12-14
2705,電子工業,8105,凌巨,twse,2022-12-14
2706,電機機械,8107,大億金茂,tpex,2022-12-14
2707,電子零組件業,8109,博大,tpex,2022-12-14
2708,半導體業,8110,華東,twse,2022-12-14
2709,電子工業,8110,華東,twse,2022-12-14
2710,光電業,8111,立碁,tpex,2022-12-14
2711,電子工業,8112,至上,twse,2022-12-14
2712,電子通路業,8112,至上,twse,2022-12-14
2713,電子工業,8112A,至上甲特,twse,2022-12-14
2714,電子通路業,8112A,至上甲特,twse,2022-12-14
2715,電子工業,8114,振樺電,twse,2022-12-14
2716,電腦及週邊設備業,8114,振樺電,twse,2022-12-14
2717,電子零組件業,8121,越峰,tpex,2022-12-14
2718,半導體業,8131,福懋科,twse,2022-12-14
2719,電子工業,8131,福懋科,twse,2022-12-14
2720,電子零組件業,8147,正淩,tpex,2022-12-14
2721,半導體業,8150,南茂,twse,2022-12-14
2722,電子工業,8150,南茂,twse,2022-12-14
2723,電子零組件業,8155,博智,tpex,2022-12-14
2724,電子工業,8163,達方,twse,2022-12-14
2725,電腦及週邊設備業,8163,達方,twse,2022-12-14
2726,通信網路業,8171,天宇,tpex,2022-12-14
2727,通信網路業,8176,智捷,tpex,2022-12-14
2728,電子零組件業,8182,加高,tpex,2022-12-14
2729,其他電子類,8183,精星,tpex,2022-12-14
2730,光電業,8199,廣鎵,twse,2022-12-14
2731,電子工業,8199,廣鎵,twse,2022-12-14
2732,其他電子業,8201,無敵,twse,2022-12-14
2733,電子工業,8201,無敵,twse,2022-12-14
2734,電子工業,8210,勤誠,twse,2022-12-14
2735,電腦及週邊設備業,8210,勤誠,twse,2022-12-14
2736,電子工業,8213,志超,twse,2022-12-14
2737,電子零組件業,8213,志超,twse,2022-12-14
2738,光電業,8215,明基材,twse,2022-12-14
2739,電子工業,8215,明基材,twse,2022-12-14
2740,電機機械,8222,寶一,twse,2022-12-14
2741,電腦及週邊設備業,8234,新漢,tpex,2022-12-14
2742,光電業,8240,華宏,tpex,2022-12-14
2743,電子工業,8249,菱光,twse,2022-12-14
2744,電子零組件業,8249,菱光,twse,2022-12-14
2745,電機機械,8255,朋程,tpex,2022-12-14
2746,半導體業,8261,富鼎,twse,2022-12-14
2747,電子工業,8261,富鼎,twse,2022-12-14
2748,半導體業,8271,宇瞻,twse,2022-12-14
2749,電子工業,8271,宇瞻,twse,2022-12-14
2750,半導體業,8277,商丞,tpex,2022-12-14
2751,生技醫療業,8279,生展,tpex,2022-12-14
2752,資訊服務業,8284,三竹,tpex,2022-12-14
2753,電子零組件業,8289,泰藝,tpex,2022-12-14
2754,電子零組件業,8291,尚茂,tpex,2022-12-14
2755,半導體業,8299,群聯,tpex,2022-12-14
2756,其他,8341,日友,twse,2022-12-14
2757,其他,8342,益張,tpex,2022-12-14
2758,鋼鐵工業,8349,恒耀,tpex,2022-12-14
2759,鋼鐵工業,8349A,恒耀甲特,tpex,2022-12-14
2760,其他,8354,冠好,tpex,2022-12-14
2761,塑膠工業,8354,冠好,tpex,2021-06-12
2762,電子零組件業,8358,金居,tpex,2022-12-14
2763,航運業,8367,建新國際,twse,2022-12-14
2764,電機機械,8374,羅昇,twse,2022-12-14
2765,其他電子類,8383,千附,tpex,2022-12-14
2766,其他,8390,金益鼎,tpex,2022-12-14
2767,其他,8401,白紗科,tpex,2022-12-14
2768,生技醫療業,8403,盛弘,tpex,2022-12-14
2769,其他,8404,百和興業-KY,twse,2022-12-14
2770,生技醫療業,8406,金可-KY,tpex,2022-04-23
2771,生技醫療業,8409,商之器,tpex,2022-12-14
2772,電腦及週邊設備業,8410,森田,tpex,2022-12-14
2773,其他,8411,福貞-KY,twse,2022-12-14
2774,鋼鐵工業,8415,大國鋼,tpex,2022-12-14
2775,資訊服務業,8416,實威,tpex,2022-12-14
2776,其他,8418,捷必勝-KY,tpex,2022-12-14
2777,其他,8420,明揚,tpex,2022-12-14
2778,其他,8421,旭源,tpex,2022-12-14
2779,其他,8422,可寧衛,twse,2022-12-14
2780,其他,8423,保綠-KY,tpex,2022-12-14
2781,建材營造,8424,惠普,tpex,2022-12-14
2782,其他,8426,紅木-KY,tpex,2022-12-14
2783,其他,8427,基勝-KY,twse,2022-12-14
2784,貿易百貨,8429,金麗-KY,twse,2022-12-14
2785,其他電子類,8431,匯鑽科,tpex,2022-12-14
2786,生技醫療業,8432,東生華,tpex,2022-12-14
2787,貿易百貨,8433,弘帆,tpex,2022-12-14
2788,其他,8435,鉅邁,tpex,2022-12-14
2789,生技醫療業,8436,大江,tpex,2022-12-14
2790,其他,8437,大地-KY,tpex,2022-12-14
2791,其他,8438,昶昕,twse,2022-12-14
2792,其他,8440,綠電,tpex,2022-12-14
2793,其他,8442,威宏-KY,twse,2022-12-14
2794,貿易百貨,8443,阿瘦,twse,2022-12-14
2795,其他,8444,綠河-KY,tpex,2022-12-14
2796,文化創意業,8446,華研,tpex,2022-12-14
2797,文化創意業,8450,霹靂,tpex,2022-12-14
2798,貿易百貨,8454,富邦媒,twse,2022-12-14
2799,其他電子類,8455,大拓-KY,tpex,2022-12-14
2800,觀光事業,8462,柏文,twse,2022-12-14
2801,其他,8463,潤泰材,twse,2022-12-14
2802,其他,8464,億豐,twse,2022-12-14
2803,其他,8466,美吉吉-KY,twse,2022-12-14
2804,其他,8467,波力-KY,twse,2022-12-14
2805,電子商務業,8472,夠麻吉,tpex,2022-12-14
2806,其他,8473,山林水,twse,2022-12-14
2807,其他,8476,台境,tpex,2022-12-14
2808,電子商務業,8477,創業家,tpex,2022-12-14
2809,其他,8478,東哥遊艇,twse,2022-12-14
2810,其他,8480,泰昇-KY,twse,2022-12-14
2811,其他,8481,政伸,twse,2022-12-14
2812,其他,8482,商億-KY,twse,2022-12-14
2813,其他,8488,吉源-KY,twse,2022-12-14
2814,其他,8489,三貝德,tpex,2022-12-14
2815,文化創意業,8489,三貝德,tpex,2021-06-12
2816,其他,8497,格威傳媒,twse,2022-12-14
2817,其他,8499,鼎炫-KY,twse,2021-06-01
2818,其他電子業,8499,鼎炫-KY,twse,2022-12-14
2819,電子工業,8499,鼎炫-KY,twse,2022-12-14
2820,其他,8905,裕國,tpex,2022-12-14
2821,其他,8906,花王,tpex,2022-12-14
2822,油電燃氣業,8908,欣雄,tpex,2022-12-14
2823,其他,8916,光隆,tpex,2022-12-14
2824,其他,8916A,光隆甲特,tpex,2022-12-14
2825,油電燃氣業,8917,欣泰,tpex,2022-12-14
2826,其他,8921,沈氏,tpex,2022-12-14
2827,文化創意業,8923,時報,tpex,2022-12-14
2828,其他,8924,大田,tpex,2022-12-14
2829,油電燃氣業,8926,台汽電,twse,2022-12-14
2830,油電燃氣業,8927,北基,tpex,2022-12-14
2831,其他,8928,鉅明,tpex,2022-12-14
2832,其他,8929,富堡,tpex,2022-12-14
2833,鋼鐵工業,8930,青鋼,tpex,2022-12-14
2834,油電燃氣業,8931,大汽電,tpex,2022-12-14
2835,其他,8932,宏大,tpex,2022-12-14
2836,其他,8933,愛地雅,tpex,2022-12-14
2837,其他,8934,衡平,tpex,2020-11-20
2838,其他,8935,邦泰,tpex,2022-12-14
2839,其他,8936,國統,tpex,2022-12-14
2840,其他,8937,合騏,tpex,2022-12-14
2841,其他,8938,明安,tpex,2022-12-14
2842,觀光事業,8940,新天地,twse,2022-12-14
2843,貿易百貨,8941,關中,tpex,2022-12-14
2844,其他,8942,森鉅,tpex,2022-12-14
2845,電機機械,8996,高力,twse,2022-12-14
2846,存託憑證,910069,新曄,twse,2022-12-14
2847,存託憑證,9101,福雷電,twse,2022-12-14
2848,存託憑證,9102,東亞科,twse,2022-12-14
2849,存託憑證,9103,美德醫療-DR,twse,2022-12-14
2850,存託憑證,910322,康師傅-DR,twse,2022-12-14
2851,存託憑證,9104,萬宇科,twse,2022-12-14
2852,存託憑證,910482,聖馬丁-DR,twse,2022-12-14
2853,存託憑證,9105,泰金寶-DR,twse,2022-12-14
2854,存託憑證,910579,歐聖,twse,2022-12-14
2855,存託憑證,9106,新焦點-DR,twse,2022-12-14
2856,存託憑證,910708,恒大健-DR,twse,2022-12-14
2857,存託憑證,910801,金衛-DR,twse,2022-12-14
2858,存託憑證,910861,神州-DR,twse,2022-12-14
2859,存託憑證,910948,融達,twse,2022-12-14
2860,存託憑證,9110,越南控-DR,twse,2022-12-14
2861,存託憑證,911201,僑威控,twse,2022-12-14
2862,存託憑證,911602,華豐泰,twse,2022-12-14
2863,存託憑證,911606,超級,twse,2022-12-14
2864,存託憑證,911608,明輝-DR,twse,2022-12-14
2865,存託憑證,911609,揚子江,twse,2022-12-14
2866,存託憑證,911610,聯環,twse,2022-12-14
2867,存託憑證,911611,中泰山-DR,twse,2022-12-14
2868,存託憑證,911612,滬安,twse,2022-12-14
2869,存託憑證,911616,杜康-DR,twse,2022-12-14
2870,存託憑證,911619,耀傑-DR,twse,2022-12-14
2871,存託憑證,911622,泰聚亨-DR,twse,2022-12-14
2872,存託憑證,911626,MSH-DR,twse,2022-12-14
2873,存託憑證,911868,同方友友-DR,twse,2022-12-14
2874,存託憑證,912000,晨訊科-DR,twse,2022-12-14
2875,存託憑證,912398,友佳-DR,twse,2022-12-14
2876,存託憑證,9136,巨騰-DR,twse,2022-12-14
2877,存託憑證,913889,大成糖,twse,2022-12-14
2878,存託憑證,9151,旺旺,twse,2022-12-14
2879,存託憑證,9157,陽光能源-DR,twse,2022-12-14
2880,存託憑證,916665,爾必達,twse,2022-12-14
2881,存託憑證,9188,精熙-DR,twse,2022-12-14
2882,貿易百貨,9801,力霸,twse,2022-12-14
2883,其他,9802,鈺齊-KY,twse,2022-12-14
2884,其他,9902,台火,twse,2022-12-14
2885,其他,9904,寶成,twse,2022-12-14
2886,其他,9905,大華,twse,2022-12-14
2887,建材營造,9906,欣巴巴,twse,2022-12-14
2888,其他,9907,統一實,twse,2022-12-14
2889,油電燃氣業,9908,大台北,twse,2022-12-14
2890,其他,9910,豐泰,twse,2022-12-14
2891,其他,9911,櫻花,twse,2022-12-14
2892,電子工業,9912,偉聯,twse,2022-12-14
2893,電腦及週邊設備業,9912,偉聯,twse,2022-12-14
2894,其他,9914,美利達,twse,2022-12-14
2895,其他,9915,億豐,twse,2022-12-14
2896,其他,9917,中保科,twse,2022-12-14
2897,油電燃氣業,9918,欣天然,twse,2022-12-14
2898,其他,9919,康那香,twse,2022-12-14
2899,其他,9921,巨大,twse,2022-12-14
2900,其他,9922,優美,twse,2022-12-14
2901,其他,9924,福興,twse,2022-12-14
2902,其他,9925,新保,twse,2022-12-14
2903,油電燃氣業,9926,新海,twse,2022-12-14
2904,其他,9927,泰銘,twse,2022-12-14
2905,其他,9928,中視,twse,2022-12-14
2906,其他,9929,秋雨,twse,2022-12-14
2907,其他,9930,中聯資源,twse,2022-12-14
2908,油電燃氣業,9931,欣高,twse,2022-12-14
2909,其他,9933,中鼎,twse,2022-12-14
2910,其他,9934,成霖,twse,2022-12-14
2911,其他,9935,慶豐富,twse,2022-12-14
2912,油電燃氣業,9937,全國,twse,2022-12-14
2913,其他,9938,百和,twse,2022-12-14
2914,其他,9939,宏全,twse,2022-12-14
2915,其他,9940,信義,twse,2022-12-14
2916,其他,9941,裕融,twse,2022-12-14
2917,其他,9941A,裕融甲特,twse,2022-12-14
2918,其他,9942,茂順,twse,2022-12-14
2919,觀光事業,9943,好樂迪,twse,2022-12-14
2920,其他,9944,新麗,twse,2022-12-14
2921,其他,9945,潤泰新,twse,2022-12-14
2922,建材營造,9946,三發地產,twse,2022-12-14
2923,文化創意業,9949,琉園,tpex,2022-12-14
2924,塑膠工業,9950,萬國通,tpex,2022-12-14
2925,電機機械,9951,皇田,tpex,2022-12-14
2926,其他,9955,佳龍,twse,2022-12-14
2927,鋼鐵工業,9958,世紀鋼,twse,2022-12-14
2928,貿易百貨,9960,邁達康,tpex,2022-12-14
2929,鋼鐵工業,9962,有益,tpex,2022-12-14
2930,Index,Automobile,汽車類指數,twse,None
2931,Index,BiotechnologyMedicalCare,生技醫療類指數,twse,None
2932,Index,BuildingMaterialConstruction,建材營造類指數,twse,None
2933,Index,Cement,水泥類指數,twse,None
2934,Index,Chemical,化學類指數,twse,None
2935,Index,ChemicalBiotechnologyMedicalCare,化學生技醫療類指數,twse,None
2936,Index,CommunicationsInternet,通信網路類指數,twse,None
2937,Index,ComputerPeripheralEquipment,電腦及週邊設備類指數,twse,None
2938,Index,ElectricalCable,電器電纜類指數,twse,None
2939,Index,ElectricMachinery,電機機械類指數,twse,None
2940,Index,Electronic,電子類指數,twse,None
2941,Index,ElectronicPartsComponents,電子零組件類指數,twse,None
2942,Index,ElectronicProductsDistribution,電子通路類指數,twse,None
2943,Index,FinancialInsurance,金融保險類指數,twse,None
2944,Index,Food,食品類指數,twse,None
2945,Index,GlassCeramic,玻璃陶瓷類指數,twse,None
2946,Index,InformationService,資訊服務類指數,twse,None
2947,Index,IronSteel,鋼鐵類指數,twse,None
2948,Index,OilGasElectricity,油電燃氣類指數,twse,None
2949,Index,Optoelectronic,光電類指數,twse,None
2950,Index,Other,其他類指數,twse,None
2951,Index,OtherElectronic,其他電子類指數,twse,None
2952,Index,PaperPulp,造紙類指數,twse,None
2953,Index,Plastics,塑膠類指數,twse,None
2954,Index,Rubber,橡膠類指數,twse,None
2955,Index,Semiconductor,半導體類指數,twse,None
2956,Index,ShippingTransportation,航運業類指數,twse,None
2957,大盤,TAIEX,加權指數,twse,None
2958,Index,Textiles,紡織纖維類指數,twse,None
2959,Index,Tourism,觀光事業類指數,twse,None
2960,大盤,TPEx,櫃買指數,tpex,None
2961,Index,TradingConsumersGoods,貿易百貨類指數,twse,None
